topic_0
okhttp: 0.135569229722023; 
 single-instance: 0.022170549258589745; 
 dbset: 0.018057603389024734; 
 interception: 0.014844776131212711; 
 entity-framework: 0.01247823890298605; 
 ef-code-first: 0.010876024141907692; 
 entity-framework-core: 8.226447971537709e-05; 
 poco: 6.996447336860001e-05; 
 entity-framework-4: 6.349199247779325e-05; 
 submitchanges: 5.4961699788691476e-05; 
 expression-trees: 2.356732147745788e-05; 
 linq: 2.1695335817639716e-05; 
 observablecollection: 1.2229682397446595e-05; 
 dynamic-linq: 6.766128080926137e-06; 
 topic_6
iterator: 0.3194793462753296; 
 binary: 0.30987074971199036; 
 formatting: 0.29853522777557373; 
 subtraction: 0.03061489574611187; 
 scientific-notation: 0.013737338595092297; 
 divide-by-zero: 0.011635162867605686; 
 python-embedding: 0.006024674512445927; 
 ctime: 0.005896665621548891; 
 remove-if: 0.004204701632261276; 
 decimal: 3.224849933758378e-07; 
 stl: 3.005097539698909e-07; 
 string-formatting: 2.4584085167589365e-07; 
 listiterator: 1.6675488723194576e-07; 
 currency: 1.123954334047994e-07; 
 read-write: 5.066445396550989e-08; 
 twos-complement: 3.255581759731285e-08; 
 division: 3.2330120802726015e-08; 
 unsigned-integer: 1.8086739217437753e-08; 
 vector: 1.5599884051198387e-08; 
 ifstream: 1.5445586143414403e-08; 
 topic_7
equals: 0.41309651732444763; 
 hashcode: 0.26529833674430847; 
 cakephp-2.1: 0.15019704401493073; 
 restrictions: 0.037470534443855286; 
 woothemes: 0.03582455962896347; 
 storefront: 0.027833471074700356; 
 dynamic-jasper: 0.024312693625688553; 
 iequatable: 0.02142120525240898; 
 bank: 0.02076244354248047; 
 gethashcode: 0.0012690173462033272; 
 equality: 0.0012504523620009422; 
 compareto: 0.0010075621539726853; 
 cakephp-2.2: 0.0002034731733147055; 
 equals-operator: 2.3801258066669106e-05; 
 effective-java: 7.940524483274203e-06; 
 dynamic-reports: 6.1504447330662515e-06; 
 cakephp-2.3: 4.851805897487793e-06; 
 affiliate: 3.815631316683721e-06; 
 cakedc: 1.3243195553513942e-06; 
 hashset: 7.888681352596905e-07; 
 topic_8
avro: 0.21289561688899994; 
 elements: 0.12708139419555664; 
 rspec2: 0.11438263207674026; 
 cloud9-ide: 0.10729292780160904; 
 erd: 0.07853514701128006; 
 debug-symbols: 0.07055282592773438; 
 bin: 0.05424143001437187; 
 digital-certificate: 0.04873273894190788; 
 confluent-schema-registry: 0.029941527172923088; 
 dynamic-forms: 0.02350122295320034; 
 footable: 0.023104675114154816; 
 ctrl: 0.023005453869700432; 
 jquery-click-event: 0.021687351167201996; 
 ifs: 0.017451873049139977; 
 insertafter: 0.013684303499758244; 
 countries: 0.01116602960973978; 
 certificate-revocation: 0.010275594890117645; 
 confluent: 0.005830742418766022; 
 spark-avro: 0.004930785391479731; 
 cloud9: 0.0014502883423119783; 
 topic_9
master-pages: 0.4150497317314148; 
 session-state: 0.2567264437675476; 
 ascx: 0.0808284655213356; 
 scriptmanager: 0.07738794386386871; 
 page-lifecycle: 0.06558921188116074; 
 deobfuscation: 0.04646451026201248; 
 hiddenfield: 0.019422760233283043; 
 content-pages: 0.016284896060824394; 
 web-user-controls: 0.01628352887928486; 
 asp.net: 0.0029395795427262783; 
 obfuscation: 0.00291844317689538; 
 contentplaceholder: 2.2584234102396294e-05; 
 updatepanel: 1.8359391106059775e-05; 
 postback: 1.8299084331374615e-05; 
 findcontrol: 1.4173790077620652e-05; 
 httpcontext: 6.874912287457846e-06; 
 webforms: 6.715130894008325e-06; 
 clientid: 5.099739155411953e-06; 
 loginview: 2.9116188215994043e-06; 
 cookieless: 2.6981097107636742e-06; 
 topic_10
full-text-search: 0.6557149887084961; 
 cakephp-1.3: 0.22565250098705292; 
 cakephp-1.2: 0.03411305695772171; 
 fputcsv: 0.033024244010448456; 
 gridfs-stream: 0.014273852109909058; 
 mysqlnd: 0.013078291900455952; 
 mysql-insert-id: 0.012751973234117031; 
 codeigniter-restserver: 0.011008095927536488; 
 gridfs: 0.0002469556638970971; 
 zend-search-lucene: 8.831707964418456e-05; 
 text-search: 2.5637295038904995e-05; 
 search-engine: 1.5089881344465539e-05; 
 relevance: 2.5503800316073466e-06; 
 cakephp-model: 1.54472229496605e-06; 
 fgetcsv: 1.4944491795176873e-06; 
 last-insert-id: 1.1637080206128303e-06; 
 stop-words: 6.56818599509279e-08; 
 cakephp-bake: 6.148936648742165e-08; 
 containable: 4.5257596781311804e-08; 
 match-against: 1.5348547321991646e-08; 
 topic_11
vsto: 0.44495517015457153; 
 outlook-addin: 0.2795008718967438; 
 outlook: 0.060866810381412506; 
 neo4jclient: 0.049272067844867706; 
 xml-signature: 0.030678952112793922; 
 parfor: 0.029703916981816292; 
 adaptive-cards: 0.02372884936630726; 
 office-automation: 0.02301890030503273; 
 getfiles: 0.018846023827791214; 
 directoryinfo: 0.017180535942316055; 
 word-automation: 0.012543358840048313; 
 ribbonx: 0.005781970918178558; 
 outlook-2007: 0.002369508147239685; 
 excel-addins: 0.000566945702303201; 
 add-in: 0.0003742803237400949; 
 mailitem: 0.00013330875663086772; 
 office-interop: 9.887186752166599e-05; 
 appointment: 9.198301995638758e-05; 
 mapi: 8.370319847017527e-05; 
 word-addins: 6.660657527390867e-05; 
 topic_12
communication: 0.20025339722633362; 
 multicast: 0.1283818632364273; 
 windows-server-2003: 0.11248774081468582; 
 collectionview: 0.0718206986784935; 
 rating: 0.06917688250541687; 
 algebra: 0.06218596547842026; 
 ami: 0.055853988975286484; 
 ports: 0.051556818187236786; 
 today-extension: 0.04052715748548508; 
 ksql: 0.02526072785258293; 
 apple-maps: 0.02426109090447426; 
 ios8-today-widget: 0.02128860168159008; 
 rocksdb: 0.020464591681957245; 
 static-ip-address: 0.019573509693145752; 
 ios8-extension: 0.018453774973750114; 
 datawindow: 0.01773679628968239; 
 tftp: 0.01718205027282238; 
 ios-keyboard-extension: 0.01559949479997158; 
 multicastsocket: 0.012130963616073132; 
 web-platform-installer: 0.010107128880918026; 
 topic_13
colors: 0.5842500329017639; 
 echo: 0.17222003638744354; 
 symbols: 0.09990241378545761; 
 calculated-columns: 0.04970570281147957; 
 parentheses: 0.02775546908378601; 
 rgba: 0.014968656934797764; 
 haversine: 0.010177388787269592; 
 openshift-client-tools: 0.009186957031488419; 
 google-earth-engine: 0.008524571545422077; 
 excel-charts: 0.007092051208019257; 
 recurly: 0.005370896775275469; 
 laradock: 0.004828574135899544; 
 undefined-function: 0.0038810656405985355; 
 forex: 0.0020885318517684937; 
 argb: 3.66878230124712e-05; 
 braces: 4.383115538075799e-06; 
 color-palette: 3.3072892620111816e-06; 
 rgb: 1.0344463134970283e-06; 
 color-space: 6.539074206557416e-07; 
 responsetext: 3.6113223700340313e-07; 
 topic_14
networkstream: 0.21046367287635803; 
 asynccallback: 0.1413707584142685; 
 topology: 0.11045163869857788; 
 http-put: 0.09358514845371246; 
 synapse: 0.09236840158700943; 
 proxy-server: 0.08434714376926422; 
 kendo-window: 0.06245134398341179; 
 http-status-code-304: 0.06064402312040329; 
 tcplistener: 0.05178121477365494; 
 breakout: 0.04699337109923363; 
 haddock: 0.04538581892848015; 
 endpoint: 8.800905925454572e-05; 
 sslstream: 3.996457235189155e-05; 
 wso2esb: 1.649823934712913e-05; 
 vfs: 7.00878945281147e-06; 
 apache-commons-vfs: 1.7435222616768442e-06; 
 mediator: 8.605090897617629e-07; 
 binaryformatter: 8.092706025308871e-07; 
 http-delete: 4.820651611225912e-07; 
 cabal: 3.6588534157999675e-07; 
 topic_15
statsmodels: 0.4618687927722931; 
 calabash: 0.17833960056304932; 
 whois: 0.10543922334909439; 
 python-3.2: 0.10093327611684799; 
 calabash-android: 0.07569995522499084; 
 rmdir: 0.03922535479068756; 
 winreg: 0.03454558923840523; 
 arima: 0.002594671444967389; 
 calabash-ios: 0.001304060104303062; 
 unlink: 3.7140205677133054e-05; 
 aws-device-farm: 5.03575756738428e-06; 
 domain-name: 2.6841323688131524e-06; 
 linear-regression: 2.5002875645441236e-06; 
 autoregressive-models: 1.3710729263038957e-06; 
 pickle: 2.298839376635442e-07; 
 terminal-emulator: 1.0297608099563149e-07; 
 atexit: 6.77608156252063e-08; 
 cpython: 5.242411660333346e-08; 
 mlogit: 4.051938162774604e-08; 
 glm: 3.703058126802716e-08; 
 topic_16
transpose: 0.25731632113456726; 
 large-files: 0.1853169947862625; 
 categorical-data: 0.14157290756702423; 
 asp.net-core-1.0: 0.12421198934316635; 
 get-childitem: 0.042344946414232254; 
 convolutional-neural-network: 0.03690558299422264; 
 col: 0.03683997690677643; 
 ordinal: 0.03062731958925724; 
 tsv: 0.03048797883093357; 
 dataformat: 0.0300647784024477; 
 data-munging: 0.019336218014359474; 
 ods: 0.01863107830286026; 
 labeling: 0.016232136636972427; 
 feature-engineering: 0.015383072197437286; 
 libmemcached: 0.014679539017379284; 
 dummy-variable: 1.7876132915262133e-05; 
 coreclr: 1.3298696103447583e-05; 
 rows: 3.5697748899110593e-06; 
 contingency: 3.07446271108347e-06; 
 caffe2: 2.265802095280378e-06; 
 topic_17
selection: 0.4646306037902832; 
 contenteditable: 0.28681668639183044; 
 fullpage.js: 0.14375866949558258; 
 chain: 0.05740433186292648; 
 visualizer: 0.02529839798808098; 
 getselection: 0.021683424711227417; 
 touchmove: 0.00025147409178316593; 
 designmode: 0.00015128980157896876; 
 range: 3.5003622542717494e-06; 
 slimscroll: 3.3873047300403414e-07; 
 textselection: 3.1705394576420076e-07; 
 debuggervisualizer: 2.424718843485607e-07; 
 richtextbox: 2.1742582134720578e-07; 
 caret: 1.8413594204957917e-07; 
 execcommand: 1.33936751467445e-07; 
 cursor-position: 9.40943039040576e-08; 
 graceful-degradation: 9.370892684046339e-08; 
 highlighting: 3.5385184560254856e-08; 
 chaining: 2.4701932943571592e-08; 
 sections: 8.146343155601699e-09; 
 topic_18
react-jsx: 0.27531588077545166; 
 multipart: 0.23875656723976135; 
 resourcebundle: 0.1125325858592987; 
 javassist: 0.08452869951725006; 
 jmf: 0.0647520199418068; 
 digest-authentication: 0.05196114629507065; 
 ecmascript-7: 0.04617202654480934; 
 design-by-contract: 0.033095426857471466; 
 hibernate-ogm: 0.03309522569179535; 
 cloneable: 0.022698353976011276; 
 preconditions: 0.019985197111964226; 
 serviceloader: 0.01678752526640892; 
 jsx: 0.0003011146909557283; 
 multipartentity: 4.143798378208885e-06; 
 reactjs.net: 2.592483951957547e-06; 
 cglib: 2.5439526325499173e-06; 
 clone: 1.5593964235449675e-06; 
 assertion: 1.516959287073405e-06; 
 rtp: 1.2536934264062438e-06; 
 digest: 1.1580705177038908e-06; 
 topic_19
sbt: 0.523979902267456; 
 firebird: 0.18672606348991394; 
 scala: 0.14683105051517487; 
 firebird2.5: 0.030348844826221466; 
 sbt-assembly: 0.02786630392074585; 
 spark-graphx: 0.025751961395144463; 
 apache-spark-2.0: 0.024659883230924606; 
 wolframalpha: 0.011667595244944096; 
 scala-option: 0.007695562206208706; 
 path-dependent-type: 0.007633296772837639; 
 sbt-plugin: 0.006501438561826944; 
 typesafe-activator: 0.00021555567218456417; 
 sbt-native-packager: 5.767891343566589e-05; 
 firebird-3.0: 1.962411442946177e-05; 
 for-comprehension: 7.14777888788376e-06; 
 scalac: 6.982197646721033e-06; 
 jaybird: 6.419760211429093e-06; 
 apache-spark: 4.638553946278989e-06; 
 ivy: 3.3126500511571066e-06; 
 specs2: 2.944075049526873e-06; 
 topic_20
typescript: 0.9620877504348755; 
 typescript-typings: 0.02110983058810234; 
 azure-pipelines-release-pipeline: 0.008378657512366772; 
 jql: 0.003802495077252388; 
 ibm-cloud-private: 0.0017565102316439152; 
 typescript3.0: 0.001055820845067501; 
 angular-cli-v7: 0.000974466442130506; 
 azure-cosmosdb-mongoapi: 0.0004217814130242914; 
 angular: 0.00038492880412377417; 
 angular-cli: 6.264595867833123e-06; 
 ionic2: 6.161004876048537e-06; 
 rxjs-pipeable-operators: 5.411731308413437e-06; 
 webstorm: 5.036699349147966e-06; 
 rxjs: 1.3282511872603209e-06; 
 typescript1.4: 9.545424290990923e-07; 
 tsx: 7.336785756706377e-07; 
 angular4: 6.362350291055918e-07; 
 union-types: 4.770423061017937e-07; 
 angular6: 1.787451537893503e-07; 
 behaviorsubject: 1.7458179968343757e-07; 
 topic_21
spring-security: 0.8354540467262268; 
 filepath: 0.09480840712785721; 
 spring-security-oauth2: 0.03913968801498413; 
 conceptual: 0.012448452413082123; 
 spring: 0.01180986873805523; 
 ucs2: 0.0026491449680179358; 
 spring-boot: 0.001801872975192964; 
 spring-ldap: 0.001642310176976025; 
 grails: 8.155021350830793e-05; 
 oauth-2.0: 5.0944934628205374e-05; 
 spring-social: 4.526713746599853e-05; 
 spring-security-ldap: 2.655378557392396e-05; 
 spring-oauth2: 2.4854682123987004e-05; 
 spring-saml: 8.541086572222412e-06; 
 basic-authentication: 2.0002273686259286e-06; 
 thymeleaf: 1.744070800668851e-06; 
 spring-el: 1.7424353018213878e-06; 
 spring-java-config: 1.032973841574858e-06; 
 filenames: 3.802466324032139e-07; 
 spring-test: 3.7558831422757066e-07; 
 topic_22
progress: 0.29591742157936096; 
 markers: 0.1421928107738495; 
 web3: 0.1340133249759674; 
 web3js: 0.09786761552095413; 
 directions: 0.09163869917392731; 
 discriminated-union: 0.06109386682510376; 
 defined: 0.05377970263361931; 
 ethereum: 0.05122387781739235; 
 web-storage: 0.04486502707004547; 
 webchromeclient: 0.025161679834127426; 
 solidity: 0.001347895828075707; 
 truffle: 0.0003458661085460335; 
 webviewclient: 0.00033865030854940414; 
 metamask: 0.00016786734340712428; 
 f#: 2.358719939365983e-05; 
 blockchain: 1.0506377293495461e-05; 
 geth: 4.077161520399386e-06; 
 cryptocurrency: 2.487585561539163e-06; 
 smartcontracts: 1.6463077372463886e-06; 
 google-distancematrix-api: 9.133209459832869e-07; 
 topic_23
concrete5: 0.41198915243148804; 
 jquery-post: 0.14363448321819305; 
 dokuwiki: 0.1363801807165146; 
 impresspages: 0.11171571910381317; 
 osclass: 0.10518687963485718; 
 broken-links: 0.09106838703155518; 
 mantis: 7.636570444446988e-06; 
 joomla1.5: 5.812909876112826e-06; 
 graphical-logo: 5.192053322389256e-06; 
 zen-cart: 2.4782423224678496e-06; 
 .post: 2.0035283796460135e-06; 
 city: 1.4637118965765694e-06; 
 access-rights: 5.424154210231791e-07; 
 jquery-load: 9.96910145545371e-08; 
 2checkout: 8.402422757569639e-09; 
 tinyos: 8.244859905914836e-09; 
 content-management: 6.240279404323701e-09; 
 alt: 3.4634328738292197e-09; 
 userid: 2.7182340822662354e-09; 
 fileset: 1.2791612213902681e-09; 
 topic_24
laravel-4: 0.4392050504684448; 
 laravel: 0.3480225205421448; 
 blade: 0.07752161473035812; 
 laravel-blade: 0.05732688307762146; 
 laravel-routing: 0.054421260952949524; 
 laravel-nova: 0.011637210845947266; 
 cartalyst-sentry: 0.006061783991754055; 
 dingo-api: 0.00574405025690794; 
 laravel-5: 3.4752145438687876e-05; 
 mockery: 8.702204468136188e-06; 
 eloquent: 4.966880624124315e-06; 
 laravel-3: 3.5779571589955594e-06; 
 laravel-5.1: 2.917286110459827e-06; 
 laravel-mix: 1.0437282753628097e-06; 
 intervention: 6.104920089455845e-07; 
 laravel-validation: 5.638810876007483e-07; 
 relationship: 5.254209440863633e-07; 
 beanstalkd: 5.06334970395983e-07; 
 laravel-request: 4.1558033103683556e-07; 
 laravelcollective: 3.409108444429876e-07; 
 topic_25
document: 0.5194123983383179; 
 geocoding: 0.12331028282642365; 
 abcpdf: 0.06793589144945145; 
 phonegap-cli: 0.05195760726928711; 
 pdftotext: 0.05133724957704544; 
 spark-view-engine: 0.0467870719730854; 
 aspose.words: 0.04443470388650894; 
 http-streaming: 0.04160851985216141; 
 visual-studio-2010-beta-2: 0.028256280347704887; 
 aspose: 0.024944471195340157; 
 viewer: 5.08471202920191e-06; 
 pdf-conversion: 2.2186168280313723e-06; 
 referrer: 2.164020088457619e-06; 
 zipcode: 1.9240842448198237e-06; 
 aspose.pdf: 1.0509789944990189e-06; 
 term: 9.280213930651371e-07; 
 pdf-reader: 4.841330110139097e-07; 
 pdfa: 4.085442810719542e-07; 
 w3c: 3.8180718320290907e-07; 
 phonegap: 1.9469393919280265e-07; 
 topic_26
nvidia: 0.3776654005050659; 
 tablesorter: 0.2845797538757324; 
 select2: 0.1252148151397705; 
 jquery-select2-4: 0.06939051300287247; 
 jquery-select2: 0.05981869623064995; 
 sammy.js: 0.039604656398296356; 
 du: 0.022449955344200134; 
 nvidia-docker: 0.017776401713490486; 
 cuda: 0.002066963352262974; 
 tegra: 0.0006410431233234704; 
 gpu: 0.0004000854096375406; 
 nsight: 0.00019402748148422688; 
 opencl: 9.240697545465082e-05; 
 gpgpu: 3.69207737094257e-05; 
 multi-gpu: 3.6234865547157824e-05; 
 gpu-programming: 2.2024172722012736e-05; 
 ls: 2.260602286696667e-06; 
 ui-select2: 2.2590425032831263e-06; 
 ptx: 1.9046358374907868e-06; 
 select2-rails: 1.0506271337362705e-06; 
 topic_27
magento2: 0.25944435596466064; 
 sql-like: 0.1831648200750351; 
 currency: 0.17598511278629303; 
 pear: 0.11815909296274185; 
 entity-attribute-value: 0.054377481341362; 
 low-level: 0.03693952038884163; 
 iar: 0.03284316137433052; 
 rabl: 0.021188531070947647; 
 subtotal: 0.021045714616775513; 
 rasterizing: 0.0142192542552948; 
 aliasing: 0.010918664745986462; 
 customer: 0.01051351334899664; 
 8051: 0.00995373260229826; 
 advanced-search: 0.009481984190642834; 
 correctness: 0.009121050126850605; 
 webshop: 0.009050962515175343; 
 zeos: 0.00825872365385294; 
 multiple-records: 0.0076142847537994385; 
 tms: 0.007540642283856869; 
 uicomponents: 8.149667701218277e-05; 
 topic_28
camera: 0.8766770958900452; 
 beanstalkd: 0.026730138808488846; 
 simpleadapter: 0.023072360083460808; 
 cyanogenmod: 0.02124495804309845; 
 getview: 0.016795840114355087; 
 mapfragment: 0.0165027417242527; 
 baseadapter: 0.015964290127158165; 
 calibration: 0.0021500387229025364; 
 android-camera: 0.0007863947539590299; 
 android-arrayadapter: 2.7070640499005094e-05; 
 android-6.0-marshmallow: 1.3289647540659644e-05; 
 notifydatasetchanged: 9.825685992836952e-06; 
 autofocus: 3.892772838298697e-06; 
 android-camera-intent: 3.543897491908865e-06; 
 android-filterable: 3.047822247026488e-06; 
 video-recording: 2.600875404823455e-06; 
 camera2: 2.3117106593417702e-06; 
 flashlight: 2.149344481949811e-06; 
 photo: 1.9129527117911493e-06; 
 android-contextmenu: 9.362587434225134e-07; 
 topic_29
qt: 0.5579329133033752; 
 nsxmlparser: 0.07245789468288422; 
 qwidget: 0.06662476062774658; 
 qstring: 0.03974740579724312; 
 qtgui: 0.029124226421117783; 
 jqtouch: 0.025761650875210762; 
 qlineedit: 0.02568531036376953; 
 qt-signals: 0.02450273372232914; 
 qlabel: 0.019010446965694427; 
 coverflow: 0.015765445306897163; 
 qtcpsocket: 0.014787988737225533; 
 jquery-mobile-listview: 0.013480677269399166; 
 qmenu: 0.011924650520086288; 
 qdockwidget: 0.010686392895877361; 
 qmessagebox: 0.010223546996712685; 
 qt5.4: 0.009710296057164669; 
 jquery-mobile-collapsible: 0.00714021734893322; 
 themeroller: 0.00674026133492589; 
 qaction: 0.00673982547596097; 
 paintevent: 0.006693931296467781; 
 topic_30
dependency-injection: 0.6683065295219421; 
 sleep: 0.08741296827793121; 
 configuration-files: 0.06814645975828171; 
 freeze: 0.05047360807657242; 
 checked: 0.023572977632284164; 
 spring.net: 0.021641472354531288; 
 ddos: 0.014979801140725613; 
 http-status-code-405: 0.012956572696566582; 
 .net-1.1: 0.012617833912372589; 
 3-tier: 0.011799097061157227; 
 vgg-net: 0.006750802509486675; 
 webpage-screenshot: 0.006673682946711779; 
 multiple-choice: 0.0063742296770215034; 
 multiple-forms: 0.004273965023458004; 
 robustness: 0.003799084108322859; 
 ioc-container: 0.00015600521874148399; 
 ninject: 3.0098261049715802e-05; 
 service-locator: 1.3584349289885722e-05; 
 ninject-extensions: 5.11396274305298e-06; 
 asp.net-1.1: 2.9795937734888867e-06; 
 topic_31
forms-authentication: 0.4469883143901825; 
 fingerprint: 0.15692658722400665; 
 serializable: 0.11277469247579575; 
 fortify: 0.08774217963218689; 
 textchanged: 0.03666645288467407; 
 webusercontrol: 0.036403924226760864; 
 form-authentication: 0.030388278886675835; 
 app-code: 0.02182834781706333; 
 antixsslibrary: 0.02053837664425373; 
 iprincipal: 0.018261734396219254; 
 formsauthentication: 0.01597915217280388; 
 initialization-vector: 0.015474153682589531; 
 impersonation: 9.345422768092249e-06; 
 roleprovider: 5.844800398335792e-06; 
 machinekey: 2.9049583645246457e-06; 
 principal: 1.4824717027295264e-06; 
 claims-based-identity: 1.413390918969526e-06; 
 android-fingerprint-api: 1.3461769867717521e-06; 
 authorize-attribute: 9.252948416360596e-07; 
 httpcookie: 7.483224635507213e-07; 
 topic_32
window: 0.4859042465686798; 
 mutex: 0.22133353352546692; 
 restangular: 0.05797760933637619; 
 mingw-w64: 0.05515289679169655; 
 add-on: 0.048731282353401184; 
 mingw32: 0.04090040177106857; 
 resolve: 0.03321200609207153; 
 yaml-cpp: 0.014620223082602024; 
 wt: 0.011308668181300163; 
 ppl: 0.008370389230549335; 
 jsctypes: 0.008303789421916008; 
 browser-addons: 0.007307000923901796; 
 yui-pure-css: 0.0068102809600532055; 
 mingw: 4.412426278577186e-05; 
 pthreads: 1.1432824067014735e-05; 
 maximize: 4.6828640734020155e-06; 
 msys: 2.595265868876595e-06; 
 condition-variable: 2.092896238536923e-06; 
 interprocess: 1.0437863693368854e-06; 
 xul: 7.267505566233012e-07; 
 topic_33
wireless: 0.21506373584270477; 
 hosts: 0.14132879674434662; 
 percona: 0.10153093189001083; 
 browserstack: 0.08145565539598465; 
 mapbox-android: 0.0592263862490654; 
 fabric8: 0.050946444272994995; 
 accounts: 0.041504066437482834; 
 mapbox: 0.0384916327893734; 
 truncated: 0.03561355546116829; 
 scsi: 0.029907938092947006; 
 iterate: 0.0291127972304821; 
 windowing: 0.027742652222514153; 
 spark-streaming-kafka: 0.026357058435678482; 
 iscsi: 0.02577563375234604; 
 er-diagrams: 0.0245905090123415; 
 mapbox-marker: 0.0230004470795393; 
 wireless-connection: 0.02046354115009308; 
 dbx: 0.019873222336173058; 
 galera: 0.007533407770097256; 
 mapbox-gl: 0.00019953462469857186; 
 topic_34
angular-ui-bootstrap: 0.3767766058444977; 
 tfsbuild: 0.2425694763660431; 
 smalltalk: 0.10875363647937775; 
 pharo: 0.06827713549137115; 
 tfs2017: 0.06651891022920609; 
 tfs: 0.037610676139593124; 
 jaspersoft-studio: 0.018359551206231117; 
 seaside: 0.014433193951845169; 
 build-agent: 0.012725027278065681; 
 z80: 0.011699766851961613; 
 2checkout: 0.011698557063937187; 
 alexa-app: 0.011522622779011726; 
 amazon-echo: 0.009033412672579288; 
 marklogic-dhf: 0.007730471435934305; 
 angular-ui: 0.0009483321337029338; 
 squeak: 0.0005052002379670739; 
 tfs2010: 0.0002482818381395191; 
 alexa-voice-service: 0.00011265993089182302; 
 msbuild: 0.00010613366612233222; 
 alexa-skill: 8.121868449961767e-05; 
 topic_35
gradient: 0.42462676763534546; 
 aggregation: 0.27233245968818665; 
 html5-appcache: 0.06747638434171677; 
 sdp: 0.03857363387942314; 
 recurring: 0.03727494925260544; 
 md5sum: 0.033974796533584595; 
 radial-gradients: 0.0334441177546978; 
 env: 0.02987601049244404; 
